"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.11.1.3","dns.google","DNS","58","Standard query 0xe8e9 A lcs.naver.jp"
"2","0.012341","dns.google","10.11.1.3","DNS","74","Standard query response 0xe8e9 A lcs.naver.jp A 203.104.142.66"
"3","0.031873","10.11.1.3","dns.google","DNS","64","Standard query 0x1556 A cgi.connect.qq.com"
"4","0.036730","10.11.1.3","dns.google","DNS","59","Standard query 0x0d1f A fusion.qq.com"
"5","0.115113","10.11.1.3","dns.google","DNS","68","Standard query 0x639b A nelo2-col.linecorp.com"
"6","0.116442","dns.google","10.11.1.3","DNS","75","Standard query response 0x0d1f A fusion.qq.com A 203.205.151.50"
"7","0.119887","10.11.1.3","lcs.naver.jp","TCP","64","51068  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=422973179 TSecr=0 SACK_PERM=1"
"8","0.119931","lcs.naver.jp","10.11.1.3","TCP","60","80  >  51068 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2599997015 TSecr=422973179 WS=128"
"9","0.131168","dns.google","10.11.1.3","DNS","84","Standard query response 0x639b A nelo2-col.linecorp.com A 203.104.131.24"
"10","0.237452","dns.google","10.11.1.3","DNS","80","Standard query response 0x1556 A cgi.connect.qq.com A 203.205.151.21"
"11","0.300309","10.11.1.3","lcs.naver.jp","TCP","52","51068  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=422973360 TSecr=2599997015"
"12","0.312080","10.11.1.3","lcs.naver.jp","HTTP","278","GET /m?u=client%3A%2F%2Fiphoneapp.b612cn&EOU HTTP/1.1 "
"13","0.312122","lcs.naver.jp","10.11.1.3","TCP","52","80  >  51068 [ACK] Seq=1 Ack=227 Win=30080 Len=0 TSval=2599997063 TSecr=422973370"
"14","0.327090","10.11.1.3","fusion.qq.com","TCP","64","51069  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=422973384 TSecr=0 SACK_PERM=1"
"15","0.327132","fusion.qq.com","10.11.1.3","TCP","60","443  >  51069 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2599997067 TSecr=422973384 WS=128"
"16","0.334248","10.11.1.3","nelo2-col.linecorp.com","TCP","64","51070  >  10006 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=422973389 TSecr=0 SACK_PERM=1"
"17","0.337537","10.11.1.3","cgi.connect.qq.com","TCP","64","51071  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=422973393 TSecr=0 SACK_PERM=1"
"18","0.337573","cgi.connect.qq.com","10.11.1.3","TCP","60","443  >  51071 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2599997070 TSecr=422973393 WS=128"
"19","0.351839","10.11.1.3","dns.google","DNS","64","Standard query 0x5833 A b612-gw.snowcam.cn"
"20","0.366010","dns.google","10.11.1.3","DNS","80","Standard query response 0x5833 A b612-gw.snowcam.cn A 47.94.117.102"
"21","0.383799","10.11.1.3","dns.google","DNS","60","Standard query 0xd0a2 A lan3rd.line.me"
"22","0.404700","dns.google","10.11.1.3","DNS","138","Standard query response 0xd0a2 A lan3rd.line.me CNAME lan3rd.line.me.akadns.net CNAME lan3rd-o.line.me A 203.104.142.22"
"23","0.413472","10.11.1.3","fusion.qq.com","TCP","52","51069  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=422973467 TSecr=2599997067"
"24","0.419194","10.11.1.3","fusion.qq.com","TLSv1","254","Client Hello"
"25","0.419202","10.11.1.3","cgi.connect.qq.com","TCP","52","51071  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=422973477 TSecr=2599997070"
"26","98303211.469530","10.11.1.3","120.27.184.74","TCP","64","55213  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=445711877 TSecr=0 SACK_PERM=1"
"27","98303211.469601","120.27.184.74","10.11.1.3","TCP","60","80  >  55213 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2605721597 TSecr=445711877 WS=128"
"28","98303211.504764","dns.google","10.11.1.3","DNS","128","Standard query response 0xa880 A www.baidu.com CNAME www.a.shifen.com CNAME www.wshifen.com A 103.235.46.39"
"29","98303211.551610","10.11.1.3","120.27.184.74","TCP","52","55213  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=445711959 TSecr=2605721597"
"30","98303211.582991","10.11.1.3","dns.google","DNS","60","Standard query 0x9a91 A api.meipian.me"
"31","98303211.601914","10.11.1.3","120.27.184.74","TCP","360","55213  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131392 Len=308 TSval=445711996 TSecr=2605721597 [TCP segment of a reassembled PDU]"
"32","98303211.601926","10.11.1.3","120.27.184.74","HTTP","513","POST /auth HTTP/1.1 "
"33","98303211.601985","120.27.184.74","10.11.1.3","TCP","52","80  >  55213 [ACK] Seq=1 Ack=309 Win=30080 Len=0 TSval=2605721630 TSecr=445711996"
"34","98303211.602009","120.27.184.74","10.11.1.3","TCP","52","80  >  55213 [ACK] Seq=1 Ack=770 Win=31104 Len=0 TSval=2605721630 TSecr=445711997"
"35","98303211.813913","dns.google","10.11.1.3","DNS","121","Standard query response 0x9a91 A api.meipian.me CNAME 7m7p880ls2rtr843.yundunddos.com A 120.55.226.239"
"36","98303212.020278","10.11.1.3","7m7p880ls2rtr843.yundunddos.com","TCP","64","55214  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=445712366 TSecr=0 SACK_PERM=1"
"37","98303212.020359","7m7p880ls2rtr843.yundunddos.com","10.11.1.3","TCP","60","443  >  55214 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2605721734 TSecr=445712366 WS=128"
"38","98303212.097494","10.11.1.3","dns.google","DNS","61","Standard query 0xd8f4 A api.zhugeio.com"
"39","98303212.109280","dns.google","10.11.1.3","DNS","77","Standard query response 0xd8f4 A api.zhugeio.com A 103.17.40.162"
"40","98303212.121293","10.11.1.3","7m7p880ls2rtr843.yundunddos.com","TCP","52","55214  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=445712516 TSecr=2605721734"
"41","98303212.121305","10.11.1.3","7m7p880ls2rtr843.yundunddos.com","TLSv1","255","Client Hello"
"42","98303212.121370","7m7p880ls2rtr843.yundunddos.com","10.11.1.3","TCP","52","443  >  55214 [ACK] Seq=1 Ack=204 Win=30080 Len=0 TSval=2605721760 TSecr=445712525"
"43","98303212.135479","10.11.1.3","dns.google","DNS","58","Standard query 0xe5f2 A oc.umeng.com"
"44","98303212.148883","dns.google","10.11.1.3","DNS","74","Standard query response 0xe5f2 A oc.umeng.com A 140.205.159.56"
"45","98303212.198128","10.11.1.3","api.zhugeio.com","TCP","64","55215  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=445712601 TSecr=0 SACK_PERM=1"
"46","98303212.198204","api.zhugeio.com","10.11.1.3","TCP","60","443  >  55215 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2605721779 TSecr=445712601 WS=128"
"47","98303212.239005","10.11.1.3","oc.umeng.com","TCP","64","55216  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=445712639 TSecr=0 SACK_PERM=1"
"48","98303212.239077","oc.umeng.com","10.11.1.3","TCP","60","80  >  55216 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2605721789 TSecr=445712639 WS=128"
"49","98303212.241256","10.11.1.3","oc.umeng.com","TCP","64","55217  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=445712642 TSecr=0 SACK_PERM=1"
"50","98303212.241321","oc.umeng.com","10.11.1.3","TCP","60","80  >  55217 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2605721790 TSecr=445712642 WS=128"
"51","53098681.144826","10.11.1.3","dns.google","DNS","59","Standard query 0x78a1 A pingma.qq.com"
"52","53098681.224411","dns.google","10.11.1.3","DNS","75","Standard query response 0x78a1 A pingma.qq.com A 203.205.128.130"
"53","53098681.302185","10.11.1.3","dns.google","DNS","64","Standard query 0x62ca A cgi.connect.qq.com"
"54","53098681.302208","10.11.1.3","dns.google","DNS","59","Standard query 0xb52f A fusion.qq.com"
"55","53098681.311602","10.11.1.3","pingma.qq.com","TCP","64","52704  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=435293520 TSecr=0 SACK_PERM=1"
"56","53098681.311667","pingma.qq.com","10.11.1.3","TCP","60","80  >  52704 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2603089304 TSecr=435293520 WS=128"
"57","53098681.386628","10.11.1.3","dns.google","DNS","68","Standard query 0x71c5 A m.cn.happyelements.com"
"58","53098681.395718","10.11.1.3","pingma.qq.com","TCP","52","52704  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=435293603 TSecr=2603089304"
"59","53098681.397616","dns.google","10.11.1.3","DNS","116","Standard query response 0x71c5 A m.cn.happyelements.com A 58.83.216.76 A 58.83.216.75 A 58.83.216.72"
"60","53098681.407894","10.11.1.3","pingma.qq.com","TCP","370","52704  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131392 Len=318 TSval=435293615 TSecr=2603089304 [TCP segment of a reassembled PDU]"
"61","53098681.407954","pingma.qq.com","10.11.1.3","TCP","52","80  >  52704 [ACK] Seq=1 Ack=319 Win=30080 Len=0 TSval=2603089328 TSecr=435293615"
"62","53098681.408345","10.11.1.3","pingma.qq.com","HTTP","409","POST /mstat/report HTTP/1.1 "
"63","53098681.408383","pingma.qq.com","10.11.1.3","TCP","52","80  >  52704 [ACK] Seq=1 Ack=676 Win=31104 Len=0 TSval=2603089328 TSecr=435293615"
"64","53098681.426834","10.11.1.3","dns.google","DNS","75","Standard query 0xa378 A animalmobile.happyelements.cn"
"65","53098681.429202","10.11.1.3","dns.google","DNS","75","Standard query 0x1bc3 AAAA animalmobile.happyelements.cn"
"66","53098681.489570","10.11.1.3","m.cn.happyelements.com","TCP","64","52705  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=435293690 TSecr=0 SACK_PERM=1"
"67","53098681.489646","m.cn.happyelements.com","10.11.1.3","TCP","60","80  >  52705 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2603089348 TSecr=435293690 WS=128"
"68","53098681.507210","dns.google","10.11.1.3","DNS","75","Standard query response 0xb52f A fusion.qq.com A 203.205.151.50"
"69","53102975.524087","10.11.1.3","17.173.66.101","TCP","64","52706  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=435293761 TSecr=0 SACK_PERM=1"
"70","53102975.524153","17.173.66.101","10.11.1.3","TCP","60","443  >  52706 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2603089365 TSecr=435293761 WS=128"
"71","53102975.549535","10.11.1.3","m.cn.happyelements.com","TCP","52","52705  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=435293782 TSecr=2603089348"
"72","53102975.551184","10.11.1.3","m.cn.happyelements.com","HTTP","406","GET /rest_v3/app_7900105606/config?mobile_app_id=7900105606&filename=App7900105606&ats=0&version=&random=335732330 HTTP/1.1 "
"73","53102975.551238","m.cn.happyelements.com","10.11.1.3","TCP","52","80  >  52705 [ACK] Seq=1 Ack=355 Win=30080 Len=0 TSval=2603089372 TSecr=435293788"
"74","53102975.564589","10.11.1.3","fusion.qq.com","TCP","64","52707  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=435293798 TSecr=0 SACK_PERM=1"
"75","53102975.564649","fusion.qq.com","10.11.1.3","TCP","60","80  >  52707 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2603089375 TSecr=435293798 WS=128"
"76","-479258220.737792","10.11.1.3","dns.google","DNS","71","Standard query 0x35b3 A init-p01st.push.apple.com"
"77","-479258220.736701","10.11.1.3","dns.google","DNS","73","Standard query 0xd4b9 A api-glb-sjc.smoot.apple.com"
"78","-479258220.734858","dns.google","10.11.1.3","DNS","186","Standard query response 0x35b3 A init-p01st.push.apple.com CNAME init-p01st.push.apple.com.edgesuite.net CNAME a1441.g4.akamai.net A 72.246.56.89 A 72.246.56.72"
"79","-479258220.726640","dns.google","10.11.1.3","DNS","89","Standard query response 0xd4b9 A api-glb-sjc.smoot.apple.com A 17.249.9.246"
"80","-479258220.689156","10.11.1.3","dns.google","DNS","55","Standard query 0x10be A apple.com"
"81","-479258220.686642","dns.google","10.11.1.3","DNS","103","Standard query response 0x10be A apple.com A 17.142.160.59 A 17.172.224.47 A 17.178.96.59"
"82","-479258220.661510","10.11.1.3","dns.google","DNS","63","Standard query 0x41ef A guzzoni.apple.com"
"83","-479258220.659682","dns.google","10.11.1.3","DNS","152","Standard query response 0x41ef A guzzoni.apple.com CNAME origin.guzzoni-apple.com.akadns.net CNAME st14p01sa.guzzoni-apple.com.akadns.net A 17.174.1.5"
"84","-479258220.650338","10.11.1.3","a1441.g4.akamai.net","TCP","64","51157  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=312758795 TSecr=0 SACK_PERM=1"
"85","-479258220.650287","a1441.g4.akamai.net","10.11.1.3","TCP","60","80  >  51157 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2571874421 TSecr=312758795 WS=128"
"86","-479258220.565821","10.11.1.3","a1441.g4.akamai.net","TCP","52","51157  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=312758877 TSecr=2571874421"
"87","-479258220.561303","10.11.1.3","a1441.g4.akamai.net","HTTP","237","GET /bag HTTP/1.1 "
"88","-479258220.561249","a1441.g4.akamai.net","10.11.1.3","TCP","52","80  >  51157 [ACK] Seq=1 Ack=186 Win=30080 Len=0 TSval=2571874444 TSecr=312758881"
"89","-479258220.377955","a1441.g4.akamai.net","10.11.1.3","TCP","299","80  >  51157 [PSH, ACK] Seq=1 Ack=186 Win=30080 Len=247 TSval=2571874489 TSecr=312758881 [TCP segment of a reassembled PDU]"
"90","-479258220.377815","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  51157 [ACK] Seq=248 Ack=186 Win=30080 Len=1228 TSval=2571874489 TSecr=312758881 [TCP segment of a reassembled PDU]"
"91","-479258220.377788","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  51157 [ACK] Seq=1476 Ack=186 Win=30080 Len=1228 TSval=2571874489 TSecr=312758881 [TCP segment of a reassembled PDU]"
"92","-479258220.377766","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  51157 [ACK] Seq=2704 Ack=186 Win=30080 Len=1228 TSval=2571874489 TSecr=312758881 [TCP segment of a reassembled PDU]"
"93","-479258220.377749","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  51157 [ACK] Seq=3932 Ack=186 Win=30080 Len=1228 TSval=2571874489 TSecr=312758881 [TCP segment of a reassembled PDU]"
"94","-479258220.377732","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  51157 [ACK] Seq=5160 Ack=186 Win=30080 Len=1228 TSval=2571874489 TSecr=312758881 [TCP segment of a reassembled PDU]"
"95","-479258220.267250","10.11.1.3","a1441.g4.akamai.net","TCP","52","51157  >  80 [ACK] Seq=186 Ack=248 Win=131136 Len=0 TSval=312759173 TSecr=2571874489"
"96","-479258220.267241","10.11.1.3","a1441.g4.akamai.net","TCP","52","51157  >  80 [ACK] Seq=186 Ack=2704 Win=128672 Len=0 TSval=312759173 TSecr=2571874489"
"97","-479258220.267239","10.11.1.3","a1441.g4.akamai.net","TCP","52","51157  >  80 [ACK] Seq=186 Ack=5160 Win=126208 Len=0 TSval=312759173 TSecr=2571874489"
"98","-479258220.267163","a1441.g4.akamai.net","10.11.1.3","HTTP","1063","HTTP/1.1 200 OK  (application/x-apple-plist)"
"99","-479258220.257889","10.11.1.3","a1441.g4.akamai.net","TCP","52","51157  >  80 [ACK] Seq=186 Ack=6388 Win=128768 Len=0 TSval=312759182 TSecr=2571874489"
"100","-479258220.182614","10.11.1.3","a1441.g4.akamai.net","TCP","52","51157  >  80 [ACK] Seq=186 Ack=7399 Win=130048 Len=0 TSval=312759256 TSecr=2571874517"
"101","-503383051.570282","10.11.1.3","dns.google","DNS","69","Standard query 0x7949 A app-router.leancloud.cn"
"102","-503383051.570272","10.11.1.3","dns.google","DNS","62","Standard query 0x6646 A api.leancloud.cn"
"103","-503383051.497214","10.11.1.3","dns.google","DNS","64","Standard query 0x3956 A appcloud.zhihu.com"
"104","-503383051.390763","10.11.1.3","dns.google","DNS","59","Standard query 0x834a A pingma.qq.com"
"105","-503383051.338291","dns.google","10.11.1.3","DNS","151","Standard query response 0x6646 A api.leancloud.cn CNAME api-ucloud.leancloud.cn A 123.59.50.185 A 123.59.58.131 A 106.75.19.167 A 123.59.50.154"
"106","-503383051.325965","dns.google","10.11.1.3","DNS","101","Standard query response 0x7949 A app-router.leancloud.cn A 123.59.50.132 A 123.59.50.114"
"107","-503383051.315060","10.11.1.3","dns.google","DNS","64","Standard query 0x0e90 A cgi.connect.qq.com"
"108","-503383051.309424","10.11.1.3","dns.google","DNS","59","Standard query 0x1bd2 A fusion.qq.com"
"109","-503383051.253076","10.11.1.3","api-ucloud.leancloud.cn","TCP","64","50984  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=307145719 TSecr=0 SACK_PERM=1"
"110","-503383051.253020","api-ucloud.leancloud.cn","10.11.1.3","TCP","60","443  >  50984 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2570469705 TSecr=307145719 WS=128"
"111","-503383051.240372","10.11.1.3","app-router.leancloud.cn","TCP","64","50985  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=307145730 TSecr=0 SACK_PERM=1"
"112","-503383051.240316","app-router.leancloud.cn","10.11.1.3","TCP","60","443  >  50985 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2570469709 TSecr=307145730 WS=128"
"113","-503383051.172397","10.11.1.3","api-ucloud.leancloud.cn","TCP","52","50984  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=307145799 TSecr=2570469705"
"114","-503383051.166772","10.11.1.3","api-ucloud.leancloud.cn","TLSv1","278","Client Hello"
"115","-503383051.165044","api-ucloud.leancloud.cn","10.11.1.3","TCP","52","443  >  50984 [ACK] Seq=1 Ack=227 Win=30080 Len=0 TSval=2570469727 TSecr=307145802"
"116","-503383051.157553","10.11.1.3","app-router.leancloud.cn","TCP","52","50985  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=307145811 TSecr=2570469709"
"117","-503383051.150167","10.11.1.3","app-router.leancloud.cn","TLSv1","285","Client Hello"
"118","-503383051.150120","app-router.leancloud.cn","10.11.1.3","TCP","52","443  >  50985 [ACK] Seq=1 Ack=234 Win=30080 Len=0 TSval=2570469731 TSecr=307145819"
"119","-503383051.149319","10.11.1.3","dns.google","DNS","70","Standard query 0xa8df A ssl.google-analytics.com"
"120","-503383051.140160","dns.google","10.11.1.3","DNS","75","Standard query response 0x834a A pingma.qq.com A 203.205.128.130"
"121","-503383051.134990","dns.google","10.11.1.3","DNS","130","Standard query response 0xa8df A ssl.google-analytics.com CNAME ssl-google-analytics.l.google.com A 172.217.7.168"
"122","-503378757.118033","dns.google","10.11.1.3","DNS","80","Standard query response 0x0e90 A cgi.connect.qq.com A 203.205.151.21"
"123","-503378757.102912","dns.google","10.11.1.3","DNS","75","Standard query response 0x1bd2 A fusion.qq.com A 203.205.151.50"
"124","-503378757.075606","10.11.1.3","pingma.qq.com","TCP","64","50986  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=307145924 TSecr=0 SACK_PERM=1"
"125","-503378757.075543","pingma.qq.com","10.11.1.3","TCP","60","80  >  50986 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2570469758 TSecr=307145924 WS=128"
"126","-519682452.783199","10.11.1.3","dns.google","DNS","59","Standard query 0xda88 A www.apple.com"
"127","-519682452.783182","10.11.1.3","dns.google","DNS","65","Standard query 0xb894 A cdn.smoot.apple.com"
"128","-519682452.780971","10.11.1.3","dns.google","DNS","60","Standard query 0xd0d2 A www.icloud.com"
"129","-519682452.780962","dns.google","10.11.1.3","DNS","210","Standard query response 0xda88 A www.apple.com CNAME www.apple.com.edgekey.net CNAME www.apple.com.edgekey.net.globalredir.akadns.net CNAME e6858.dsce9.akamaiedge.net A 23.49.248.160"
"130","-519682452.778464","dns.google","10.11.1.3","DNS","189","Standard query response 0xd0d2 A www.icloud.com CNAME www-cdn.icloud.com.akadns.net CNAME www.icloud.com.edgekey.net CNAME e4478.a.akamaiedge.net A 104.87.153.50"
"131","-519682452.762032","dns.google","10.11.1.3","DNS","131","Standard query response 0xb894 A cdn.smoot.apple.com CNAME world-gen.g.aaplimg.com A 17.253.3.205 A 17.253.3.207"
"132","-519682452.656552","10.11.1.3","dns.google","DNS","71","Standard query 0xbeb7 A init-p01st.push.apple.com"
"133","-519682452.653640","dns.google","10.11.1.3","DNS","186","Standard query response 0xbeb7 A init-p01st.push.apple.com CNAME init-p01st.push.apple.com.edgesuite.net CNAME a1441.g4.akamai.net A 66.198.13.97 A 66.198.13.115"
"134","-519682452.588106","10.11.1.3","dns.google","DNS","55","Standard query 0x7225 A apple.com"
"135","-519682452.585299","dns.google","10.11.1.3","DNS","103","Standard query response 0x7225 A apple.com A 17.178.96.59 A 17.142.160.59 A 17.172.224.47"
"136","-519682452.565406","10.11.1.3","a1441.g4.akamai.net","TCP","64","49876  >  80 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=303373012 TSecr=0 SACK_PERM=1"
"137","-519682452.565308","a1441.g4.akamai.net","10.11.1.3","TCP","60","80  >  49876 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2569520416 TSecr=303373012 WS=128"
"138","-519682452.480204","10.11.1.3","a1441.g4.akamai.net","TCP","52","49876  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=303373095 TSecr=2569520416"
"139","-519682452.475274","10.11.1.3","a1441.g4.akamai.net","HTTP","237","GET /bag HTTP/1.1 "
"140","-519682452.475188","a1441.g4.akamai.net","10.11.1.3","TCP","52","80  >  49876 [ACK] Seq=1 Ack=186 Win=30080 Len=0 TSval=2569520439 TSecr=303373099"
"141","-519682452.459768","a1441.g4.akamai.net","10.11.1.3","TCP","299","80  >  49876 [PSH, ACK] Seq=1 Ack=186 Win=30080 Len=247 TSval=2569520443 TSecr=303373099 [TCP segment of a reassembled PDU]"
"142","-519682452.459509","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  49876 [ACK] Seq=248 Ack=186 Win=30080 Len=1228 TSval=2569520443 TSecr=303373099 [TCP segment of a reassembled PDU]"
"143","-519682452.459483","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  49876 [ACK] Seq=1476 Ack=186 Win=30080 Len=1228 TSval=2569520443 TSecr=303373099 [TCP segment of a reassembled PDU]"
"144","-519682452.459467","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  49876 [ACK] Seq=2704 Ack=186 Win=30080 Len=1228 TSval=2569520443 TSecr=303373099 [TCP segment of a reassembled PDU]"
"145","-519682452.459390","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  49876 [ACK] Seq=3932 Ack=186 Win=30080 Len=1228 TSval=2569520443 TSecr=303373099 [TCP segment of a reassembled PDU]"
"146","-519682452.459368","a1441.g4.akamai.net","10.11.1.3","TCP","1280","80  >  49876 [ACK] Seq=5160 Ack=186 Win=30080 Len=1228 TSval=2569520443 TSecr=303373099 [TCP segment of a reassembled PDU]"
"147","-519682452.375333","10.11.1.3","a1441.g4.akamai.net","TCP","52","49876  >  80 [ACK] Seq=186 Ack=248 Win=131136 Len=0 TSval=303373197 TSecr=2569520443"
"148","-519682452.375239","a1441.g4.akamai.net","10.11.1.3","HTTP","1063","HTTP/1.1 200 OK  (application/x-apple-plist)"
"149","-519682452.370570","10.11.1.3","a1441.g4.akamai.net","TCP","52","49876  >  80 [ACK] Seq=186 Ack=2704 Win=128672 Len=0 TSval=303373198 TSecr=2569520443"
"150","-519682452.370546","10.11.1.3","a1441.g4.akamai.net","TCP","52","49876  >  80 [ACK] Seq=186 Ack=5160 Win=126208 Len=0 TSval=303373198 TSecr=2569520443"
"151","-477450039.537011","10.11.1.3","dns.google","DNS","72","Standard query 0x8b4d A micro.server.matocloud.com"
"152","-477450039.525936","10.11.1.3","dns.google","DNS","62","Standard query 0xd9ec A config.hiido.com"
"153","-477450039.298838","dns.google","10.11.1.3","DNS","88","Standard query response 0x8b4d A micro.server.matocloud.com A 123.103.23.206"
"154","-477450039.296469","dns.google","10.11.1.3","DNS","78","Standard query response 0xd9ec A config.hiido.com A 14.17.112.251"
"155","-477450039.148579","10.11.1.3","micro.server.matocloud.com","TCP","64","51556  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=313173148 TSecr=0 SACK_PERM=1"
"156","-477450039.148527","micro.server.matocloud.com","10.11.1.3","TCP","60","443  >  51556 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2571979787 TSecr=313173148 WS=128"
"157","-477450039.145853","10.11.1.3","config.hiido.com","TCP","64","51557  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1240 WS=32 TSval=313173150 TSecr=0 SACK_PERM=1"
"158","-477450039.145804","config.hiido.com","10.11.1.3","TCP","60","443  >  51557 [SYN, ACK, ECN] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=2571979788 TSecr=313173150 WS=128"
"159","-477450039.067723","10.11.1.3","micro.server.matocloud.com","TCP","52","51556  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=313173227 TSecr=2571979787"
"160","-477450039.066467","10.11.1.3","micro.server.matocloud.com","TLSv1","267","Client Hello"
"161","-477450039.066459","10.11.1.3","config.hiido.com","TCP","52","51557  >  443 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=313173229 TSecr=2571979788"
"162","-477450039.066408","micro.server.matocloud.com","10.11.1.3","TCP","52","443  >  51556 [ACK] Seq=1 Ack=216 Win=30080 Len=0 TSval=2571979808 TSecr=313173229"
"163","-477450039.061748","10.11.1.3","config.hiido.com","TLSv1","257","Client Hello"
"164","-477450039.061647","config.hiido.com","10.11.1.3","TCP","52","443  >  51557 [ACK] Seq=1 Ack=206 Win=30080 Len=0 TSval=2571979809 TSecr=313173232"
"165","-477450038.791047","10.11.1.3","dns.google","DNS","60","Standard query 0x1c5a A ylog.hiido.com"
